"year","month","start station id","start station name","start station latitude","start station longitude","num_trips"
"2018","01","257","Lispenard St & Broadway","40.71939226","-74.00247214","1548"
"2018","01","430","York St & Jay St","40.7014851","-73.98656928","1547"
"2018","01","469","Broadway & W 53 St","40.76344058","-73.98268129","1544"
"2018","01","385","E 55 St & 2 Ave","40.75797322","-73.96603308","1534"
"2018","01","412","Forsyth St & Canal St","40.7158155","-73.99422366","1532"
"2018","01","3223","E 55 St & 3 Ave","40.758996559605116","-73.96865397691727","1526"
"2018","01","3259","9 Ave & W 28 St","40.74937024193277","-73.99923384189606","1525"
"2018","01","3635","W 36 St & 9 Ave","40.75462324029105","-73.99516761302948","1521"
"2018","01","195","Liberty St & Broadway","40.70905623","-74.01043382","1517"
"2018","01","2008","Little West St & 1 Pl","40.70569254","-74.01677685","1514"
"2018","01","3175","W 70 St & Amsterdam Ave","40.77748046","-73.98288594","1509"
"2018","01","520","W 52 St & 5 Ave","40.75992262","-73.97648516","1503"
"2018","01","440","E 45 St & 3 Ave","40.75255434","-73.97282625","1501"
"2018","01","296","Division St & Bowery","40.71413089","-73.9970468","1493"
"2018","01","442","W 27 St & 7 Ave","40.746647","-73.993915","1489"
"2018","01","456","E 53 St & Madison Ave","40.7597108","-73.97402311","1487"
"2018","01","3156","E 72 St & York Ave","40.76663814","-73.95348296","1474"
"2018","01","3170","W 84 St & Columbus Ave","40.78499979","-73.97283406","1471"
"2018","01","304","Broadway & Battery Pl","40.70463334","-74.01361706","1466"
"2018","01","254","W 11 St & 6 Ave","40.73532427","-73.99800419","1456"
"2018","01","3161","W 76 St & Columbus Ave","40.7801839724239","-73.97728532552719","1430"
"2018","01","239","Willoughby St & Fleet St","40.69196566","-73.9813018","1426"
"2018","01","522","E 51 St & Lexington Ave","40.75714758","-73.97207836","1422"
"2018","01","3090","N 8 St & Driggs Ave","40.71774592","-73.95600096","1417"
"2018","01","533","Broadway & W 38 St","40.75299641","-73.98721619","1416"
"2018","01","455","1 Ave & E 44 St","40.75001986","-73.96905301","1415"
"2018","01","3132","E 59 St & Madison Ave","40.76350532","-73.97109243","1400"
"2018","01","355","Bayard St & Baxter St","40.71602118","-73.99974372","1397"
"2018","01","315","South St & Gouverneur Ln","40.70355377","-74.00670227","1394"
"2018","01","525","W 34 St & 11 Ave","40.75594159","-74.0021163","1387"
"2018","01","508","W 46 St & 11 Ave","40.76341379","-73.99667444","1379"
"2018","01","513","W 56 St & 10 Ave","40.768254","-73.988639","1370"
"2018","01","2010","Grand St & Greene St","40.72165481","-74.00234737","1368"
"2018","01","3360","Amsterdam Ave & W 79 St","40.7829391","-73.9786517","1367"
"2018","01","280","E 10 St & 5 Ave","40.73331967","-73.99510132","1360"
"2018","01","303","Mercer St & Spring St","40.72362738","-73.99949601","1354"
"2018","01","252","MacDougal St & Washington Sq","40.73226398","-73.99852205","1338"
"2018","01","72","W 52 St & 11 Ave","40.76727216","-73.99392888","1324"
"2018","01","253","W 13 St & 5 Ave","40.73543934","-73.99453948","1322"
"2018","01","350","Clinton St & Grand St","40.71559509","-73.9870295","1322"
"2018","01","3168","Central Park West & W 85 St","40.78472675","-73.96961715","1319"
"2018","01","377","6 Ave & Canal St","40.72243797","-74.00566443","1315"
"2018","01","3431","E 35 St & 3 Ave","40.746524","-73.977885","1309"
"2018","01","295","Pike St & E Broadway","40.71406667","-73.99293911","1292"
"2018","01","323","Lawrence St & Willoughby St","40.69236178","-73.98631746","1287"
"2018","01","391","Clark St & Henry St","40.69760127","-73.99344559","1285"
"2018","01","3459","E 53 St & 3 Ave","40.75763227739443","-73.96930575370789","1275"
"2018","01","460","S 4 St & Wythe Ave","40.71285887","-73.96590294","1270"
"2018","01","311","Norfolk St & Broome St","40.7172274","-73.98802084","1266"
"2018","01","3137","5 Ave & E 73 St","40.77282817","-73.96685276","1260"
"2018","01","164","E 47 St & 2 Ave","40.75323098","-73.97032517","1257"
"2018","01","2002","Wythe Ave & Metropolitan Ave","40.716887","-73.963198","1254"
"2018","01","3402","Court St & State St","40.6902375","-73.99203074","1254"
"2018","01","3171","Amsterdam Ave & W 82 St","40.78524672","-73.97667321","1248"
"2018","01","369","Washington Pl & 6 Ave","40.73224119","-74.00026394","1232"
"2018","01","3440","Fulton St & Adams St","40.692418292578466","-73.98949474096298","1232"
"2018","01","441","E 52 St & 2 Ave","40.756014","-73.967416","1209"
"2018","01","3107","Bedford Ave & Nassau Ave","40.72311651","-73.95212324","1206"
"2018","01","3472","W 15 St & 10 Ave","40.742753828659026","-74.00747358798981","1198"
"2018","01","363","West Thames St","40.70834698","-74.01713445","1193"
"2018","01","302","Avenue D & E 3 St","40.72082834","-73.97793172","1191"
"2018","01","3643","E 41 St & 5 Ave","40.75272201381188","-73.98123621940613","1190"
"2018","01","376","John St & William St","40.70862144","-74.00722156","1184"
"2018","01","223","W 13 St & 7 Ave","40.73781509","-73.99994661","1183"
"2018","01","3016","Kent Ave & N 7 St","40.72036775298455","-73.96165072917938","1182"
"2018","01","3301","Columbus Ave & W 95 St","40.7919557","-73.968087","1180"
"2018","01","366","Clinton Ave & Myrtle Ave","40.693261","-73.968896","1177"
"2018","01","423","W 54 St & 9 Ave","40.76584941","-73.98690506","1173"
"2018","01","2000","Front St & Washington St","40.70255088","-73.98940236","1157"
"2018","01","357","E 11 St & Broadway","40.73261787","-73.99158043","1149"
"2018","01","238","Bank St & Washington St","40.7361967","-74.00859207","1148"
"2018","01","467","Dean St & 4 Ave","40.68312489","-73.97895137","1148"
"2018","01","309","Murray St & West St","40.7149787","-74.013012","1144"
"2018","01","150","E 2 St & Avenue C","40.7208736","-73.98085795","1139"
"2018","01","449","W 52 St & 9 Ave","40.76461837","-73.98789473","1136"
"2018","01","362","Broadway & W 37 St","40.75172632","-73.98753523","1134"
"2018","01","3474","6 Ave & Spring St","40.7252556952547","-74.00412082672119","1111"
"2018","01","79","Franklin St & W Broadway","40.71911552","-74.00666661","1106"
"2018","01","422","W 59 St & 10 Ave","40.770513","-73.988038","1105"
"2018","01","532","S 5 Pl & S 5 St","40.710451","-73.960876","1105"
"2018","01","3461","Murray St & Greenwich St","40.714851505262516","-74.01122331619263","1102"
"2018","01","342","Columbia St & Rivington St","40.71739973","-73.98016555","1093"
"2018","01","3660","W 16 St & 8 Ave","40.741021509002664","-74.001384973526","1092"
"2018","01","3143","5 Ave & E 78 St","40.77632142182271","-73.96427392959595","1092"
"2018","01","3112","Milton St & Franklin St","40.72906","-73.95779","1080"
"2018","01","3282","5 Ave & E 88 St","40.78307","-73.95939","1071"
"2018","01","279","Peck Slip & Front St","40.707873","-74.00167","1050"
"2018","01","228","E 48 St & 3 Ave","40.7546011026","-73.971878855","1043"
"2018","01","143","Clinton St & Joralemon St","40.69239502","-73.99337909","1041"
"2018","01","2023","E 55 St & Lexington Ave","40.75968085","-73.97031366","1039"
"2018","01","356","Bialystoker Pl & Delancey St","40.71622644","-73.98261206","1036"
"2018","01","386","Centre St & Worth St","40.71494807","-74.00234482","1025"
"2018","01","3162","W 78 St & Broadway","40.78339981","-73.98093133","1018"
"2018","01","320","Leonard St & Church St","40.717571","-74.005549","1018"
"2018","01","3658","W 18 St & 9 Ave","40.7435337324616","-74.00367558002472","1017"
"2018","01","393","E 5 St & Avenue C","40.72299208","-73.97995466","1015"
"2018","01","3283","W 89 St & Columbus Ave","40.7882213","-73.97041561","1009"
"2018","01","3177","W 84 St & Broadway","40.7867947","-73.977112","1007"
"2018","01","306","Cliff St & Fulton St_1","40.70823502","-74.00530063","1004"
"2018","01","330","Reade St & Broadway","40.71450451","-74.00562789","1004"
"2018","01","3256","Pier 40 - Hudson River Park","40.7277140777778","-74.01129573583603","1004"
"2018","01","3176","W 64 St & West End Ave","40.77452835","-73.98753759","1004"
"2018","01","2009","Catherine St & Monroe St","40.71117444","-73.99682619","1003"
"2018","01","415","Pearl St & Hanover Square","40.7047177","-74.00926027","1001"
"2018","01","351","Front St & Maiden Ln","40.70530954","-74.00612572","1000"
"2018","01","3119","Vernon Blvd & 50 Ave","40.74232744","-73.95411749","999"
"2018","01","308","St James Pl & Oliver St","40.71307916","-73.99851193","999"
"2018","01","3372","E 74 St & 1 Ave","40.7689738","-73.95482273","997"
"2018","01","406","Hicks St & Montague St","40.69512845","-73.99595065","991"
"2018","01","270","Adelphi St & Myrtle Ave","40.69308257","-73.97178913","982"
"2018","01","146","Hudson St & Reade St","40.71625008","-74.0091059","980"
"2018","01","3318","2 Ave & E 96 St","40.7839636","-73.9471673","970"
"2018","01","264","Maiden Ln & Pearl St","40.70706456","-74.00731853","964"
"2018","01","3155","Lexington Ave & E 63 St","40.76440023","-73.96648977","962"
"2018","01","249","Harrison St & Hudson St","40.71870987","-74.0090009","959"
"2018","01","3314","W 95 St & Broadway","40.7937704","-73.971888","953"
"2018","01","3092","Berry St & N 8 St","40.7190095","-73.95852515","944"
"2018","01","411","E 6 St & Avenue D","40.72228087","-73.97668709","936"
"2018","01","473","Rivington St & Chrystie St","40.72110063","-73.9919254","929"
"2018","01","340","Madison St & Clinton St","40.71269042","-73.98776323","919"
"2018","01","3160","Central Park West & W 76 St","40.77896784","-73.97374737","919"
"2018","01","3172","W 74 St & Columbus Ave","40.7785669","-73.97754961","918"
"2018","01","291","Madison St & Montgomery St","40.713126","-73.984844","913"
"2018","01","259","South St & Whitehall St","40.70122128","-74.01234218","913"
"2018","01","3295","Central Park W & W 96 St","40.79127","-73.964839","908"
"2018","01","3134","3 Ave & E 62 St","40.76312584","-73.96526895","897"
"2018","01","324","DeKalb Ave & Hudson Ave","40.689888","-73.981013","895"
"2018","01","534","Water - Whitehall Plaza","40.70255065","-74.0127234","889"
"2018","01","3350","W 100 St & Broadway","40.7973721","-73.97041192","887"
"2018","01","3305","E 91 St & 2 Ave","40.78112229934166","-73.94965589046478","885"
"2018","01","3243","E 58 St & 1 Ave","40.75892386377695","-73.96226227283478","881"
"2018","01","258","DeKalb Ave & Vanderbilt Ave","40.68940747","-73.96885458","864"
"2018","01","3423","West Drive & Prospect Park West","40.6610633719006","-73.97945255041122","863"
"2018","01","3507","Park Ave & E 124 St","40.8045555","-73.9396861","862"
"2018","01","3110","Meserole Ave & Manhattan Ave","40.72708584","-73.95299117","859"
"2018","01","3226","W 82 St & Central Park West","40.78275","-73.97137","858"
"2018","01","3086","Graham Ave & Conselyea St","40.715143","-73.944507","856"
"2018","01","3173","Riverside Blvd & W 67 St","40.777507027547976","-73.98888587951659","854"
"2018","01","3659","W 17 St & 9 Ave","40.74294891660091","-74.00413691997528","849"
"2018","01","3293","W 92 St & Broadway","40.7921","-73.9739","848"
"2018","01","152","Warren St & Church St","40.71473993","-74.00910627","840"
"2018","01","276","Duane St & Greenwich St","40.71748752","-74.0104554","838"
"2018","01","3315","Henry St & Degraw St","40.6847514","-73.99917254","837"
"2018","01","3382","Carroll St & Smith St","40.680611","-73.99475825","835"
"2018","01","481","S 3 St & Bedford Ave","40.71260486","-73.96264403","831"
"2018","01","389","Broadway & Berry St","40.71044554","-73.96525063","827"
"2018","01","3656","E 2 St & Avenue A","40.72307749068673","-73.98583620786667","818"
"2018","01","3232","Bond St & Fulton St","40.68962188790333","-73.98304268717766","817"
"2018","01","247","Perry St & Bleecker St","40.73535398","-74.00483091","816"
"2018","01","314","Cadman Plaza West & Montague St","40.69383","-73.990539","813"
"2018","01","310","State St & Smith St","40.68926942","-73.98912867","811"
"2018","01","3356","Amsterdam Ave & W 66 St","40.7746671","-73.98470567","807"
"2018","01","244","Willoughby Ave & Hall St","40.69196035","-73.96536851","807"
"2018","01","3288","E 88 St & 1 Ave","40.778301","-73.9488134","797"
"2018","01","3378","E 76 St & Park Ave","40.773763","-73.96222088","796"
"2018","01","390","Duffield St & Willoughby St","40.69221589","-73.9842844","795"
"2018","01","3418","Plaza St West & Flatbush Ave","40.6750207","-73.97111473","793"
"2018","01","337","Old Slip & Front St","40.7037992","-74.00838676","786"
"2018","01","266","Avenue D & E 8 St","40.72368361","-73.97574813","785"
"2018","01","331","Pike St & Monroe St","40.71173107","-73.99193043","782"
"2018","01","3285","W 87 St & Amsterdam Ave","40.78839","-73.9747","779"
"2018","01","157","Henry St & Atlantic Ave","40.69089272","-73.99612349","776"
