"year","month","end station id","end station name","end station latitude","end station longitude","num_trips"
"2018","01","3431","E 35 St & 3 Ave","40.746524","-73.977885","1318"
"2018","01","323","Lawrence St & Willoughby St","40.69236178","-73.98631746","1302"
"2018","01","295","Pike St & E Broadway","40.71406667","-73.99293911","1290"
"2018","01","2000","Front St & Washington St","40.70255088","-73.98940236","1287"
"2018","01","3360","Amsterdam Ave & W 79 St","40.7829391","-73.9786517","1283"
"2018","01","3472","W 15 St & 10 Ave","40.742753828659026","-74.00747358798981","1280"
"2018","01","3459","E 53 St & 3 Ave","40.75763227739443","-73.96930575370789","1272"
"2018","01","3402","Court St & State St","40.6902375","-73.99203074","1266"
"2018","01","302","Avenue D & E 3 St","40.72082834","-73.97793172","1257"
"2018","01","164","E 47 St & 2 Ave","40.75323098","-73.97032517","1250"
"2018","01","3137","5 Ave & E 73 St","40.77282817","-73.96685276","1236"
"2018","01","239","Willoughby St & Fleet St","40.69196566","-73.9813018","1234"
"2018","01","369","Washington Pl & 6 Ave","40.73224119","-74.00026394","1230"
"2018","01","363","West Thames St","40.70834698","-74.01713445","1211"
"2018","01","311","Norfolk St & Broome St","40.7172274","-73.98802084","1210"
"2018","01","223","W 13 St & 7 Ave","40.73781509","-73.99994661","1208"
"2018","01","3107","Bedford Ave & Nassau Ave","40.72311651","-73.95212324","1200"
"2018","01","441","E 52 St & 2 Ave","40.756014","-73.967416","1197"
"2018","01","376","John St & William St","40.70862144","-74.00722156","1190"
"2018","01","423","W 54 St & 9 Ave","40.76584941","-73.98690506","1184"
"2018","01","460","S 4 St & Wythe Ave","40.71285887","-73.96590294","1174"
"2018","01","3440","Fulton St & Adams St","40.692418292578466","-73.98949474096298","1173"
"2018","01","3170","W 84 St & Columbus Ave","40.78499979","-73.97283406","1170"
"2018","01","238","Bank St & Washington St","40.7361967","-74.00859207","1168"
"2018","01","79","Franklin St & W Broadway","40.71911552","-74.00666661","1155"
"2018","01","3461","Murray St & Greenwich St","40.714851505262516","-74.01122331619263","1143"
"2018","01","357","E 11 St & Broadway","40.73261787","-73.99158043","1140"
"2018","01","3643","E 41 St & 5 Ave","40.75272201381188","-73.98123621940613","1133"
"2018","01","3474","6 Ave & Spring St","40.7252556952547","-74.00412082672119","1132"
"2018","01","309","Murray St & West St","40.7149787","-74.013012","1130"
"2018","01","3171","Amsterdam Ave & W 82 St","40.78524672","-73.97667321","1129"
"2018","01","449","W 52 St & 9 Ave","40.76461837","-73.98789473","1122"
"2018","01","150","E 2 St & Avenue C","40.7208736","-73.98085795","1120"
"2018","01","3112","Milton St & Franklin St","40.72906","-73.95779","1099"
"2018","01","366","Clinton Ave & Myrtle Ave","40.693261","-73.968896","1098"
"2018","01","3660","W 16 St & 8 Ave","40.741021509002664","-74.001384973526","1092"
"2018","01","393","E 5 St & Avenue C","40.72299208","-73.97995466","1089"
"2018","01","3143","5 Ave & E 78 St","40.77632142182271","-73.96427392959595","1089"
"2018","01","467","Dean St & 4 Ave","40.68312489","-73.97895137","1085"
"2018","01","362","Broadway & W 37 St","40.75172632","-73.98753523","1079"
"2018","01","279","Peck Slip & Front St","40.707873","-74.00167","1077"
"2018","01","3301","Columbus Ave & W 95 St","40.7919557","-73.968087","1074"
"2018","01","3161","W 76 St & Columbus Ave","40.7801839724239","-73.97728532552719","1068"
"2018","01","342","Columbia St & Rivington St","40.71739973","-73.98016555","1061"
"2018","01","3282","5 Ave & E 88 St","40.78307","-73.95939","1054"
"2018","01","422","W 59 St & 10 Ave","40.770513","-73.988038","1053"
"2018","01","2023","E 55 St & Lexington Ave","40.75968085","-73.97031366","1049"
"2018","01","228","E 48 St & 3 Ave","40.7546011026","-73.971878855","1045"
"2018","01","320","Leonard St & Church St","40.717571","-74.005549","1042"
"2018","01","3372","E 74 St & 1 Ave","40.7689738","-73.95482273","1037"
"2018","01","3658","W 18 St & 9 Ave","40.7435337324616","-74.00367558002472","1037"
"2018","01","143","Clinton St & Joralemon St","40.69239502","-73.99337909","1034"
"2018","01","3256","Pier 40 - Hudson River Park","40.7277140777778","-74.01129573583603","1030"
"2018","01","2009","Catherine St & Monroe St","40.71117444","-73.99682619","1023"
"2018","01","386","Centre St & Worth St","40.71494807","-74.00234482","1022"
"2018","01","415","Pearl St & Hanover Square","40.7047177","-74.00926027","1021"
"2018","01","351","Front St & Maiden Ln","40.70530954","-74.00612572","1019"
"2018","01","308","St James Pl & Oliver St","40.71307916","-73.99851193","1017"
"2018","01","306","Cliff St & Fulton St_1","40.70823502","-74.00530063","1008"
"2018","01","330","Reade St & Broadway","40.71450451","-74.00562789","1004"
"2018","01","3318","2 Ave & E 96 St","40.7839636","-73.9471673","999"
"2018","01","264","Maiden Ln & Pearl St","40.70706456","-74.00731853","985"
"2018","01","3176","W 64 St & West End Ave","40.77452835","-73.98753759","977"
"2018","01","3119","Vernon Blvd & 50 Ave","40.74232744","-73.95411749","972"
"2018","01","270","Adelphi St & Myrtle Ave","40.69308257","-73.97178913","967"
"2018","01","146","Hudson St & Reade St","40.71625008","-74.0091059","966"
"2018","01","249","Harrison St & Hudson St","40.71870987","-74.0090009","966"
